strata,Year,Observer,Species,total,itotal,ibb,sing1pair2,flock,total.v,itotal.v,ibb.v,sing1pair2.v,flock.v,total.cov,itotal.cov,var.N,var.Ni,ibb.cov,var.Nib,sing1pair2.cov,var.Nsing1pair2,flock.cov,var.Nflock,total.area,total.area.var,density.total,density.itotal,density.ibb,density.sing1pair2,density.flock,layer.area,diff,M,total.est,itotal.est,ibbtotal.est,sing1pair2.est,flock.est,m,area
High,1987,WDE,GWFG,191,216,136,111,80,44.7260458839406,49.9919028340081,16.1511470985155,12.7125506072874,13.0499325236167,2.54668541260879,2.8761623385061,281630.371092821,312662.406677227,1.66246891922845,102386.466204113,1.33299199333114,81461.27521832,1.21369341927765,82233.2526610419,100.048351029489,2.09183744758681,1.90907694164498,2.15895612248856,1.3593427437891,1.10946356294551,0.799613378699468,1458.90202237965,105.49763611,527.48818055,2785.15621104422,3149.7054533275,1983.14787802102,1618.59863573774,1166.55757530648,39,YKG
High,1987,WDE,SACR,110,161,150,99,11,16.0985155195682,30.0094466936572,25.3441295546559,12.0445344129555,1.83940620782726,3.60363730290303,4.95558010589867,70714.5230357826,128685.249112464,4.23612049412076,114591.221070852,2.88417769112513,55398.4409455242,0.719459611777905,11274.7135386303,100.048351029489,2.09183744758681,1.09946839571177,1.60922192463268,1.4992750850615,0.989521556140592,0.109946839571177,1458.90202237965,105.49763611,527.48818055,1604.01666604641,2347.69712030429,2187.29545369965,1443.61499944177,160.401666604641,39,YKG
High,1987,WDE,SWANN,22,22,0,0,22,0.673414304993252,0.673414304993252,0,0,0.673414304993252,0.7365557012352,0.7365557012352,2977.32110222056,2977.32110222056,0,0,0,0,0.7365557012352,2977.32110222056,100.048351029489,2.09183744758681,0.219893679142354,0.219893679142354,0,0,0.219893679142354,1458.90202237965,105.49763611,527.48818055,320.803333209282,320.803333209282,0,0,320.803333209282,39,YKG
High,1987,WDE,TAVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.048351029489,2.09183744758681,0,0,0,0,0,1458.90202237965,105.49763611,527.48818055,0,0,0,0,0,39,YKG
High,1987,WDE,TUSW,380,457,212,135,245,1354.72199730094,1387.94466936572,33.4628879892038,14.8866396761134,1270.89203778677,15.5482661873106,17.0439054868532,8369635.53713462,8429726.1246073,4.96649845999043,144081.981704175,3.47085916044786,61633.3539144988,12.0774070268627,8088814.55800195,100.048351029489,2.09183744758681,3.79816354882247,4.56779142582071,2.11897545355359,1.34934757655535,2.44881597226712,1458.90202237965,105.49763611,527.48818055,5541.14848270578,6663.96014893827,3091.37757456217,1968.56590832969,3572.5825743761,39,YKG
Low,1987,WDE,BRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.536596696149,3.90840156044545,0,0,0,0,0,7352.46381749913,347.00124843,1735.00624215,0,0,0,0,0,38,YKG
Low,1987,WDE,CCGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.536596696149,3.90840156044545,0,0,0,0,0,7352.46381749913,347.00124843,1735.00624215,0,0,0,0,0,38,YKG
Low,1987,WDE,EMGO,31,39,24,16,15,5.83001422475107,7.37766714082504,2.61735419630156,1.33143669985775,3.54267425320057,-0.185873309831054,-0.19184109178216,471367.549895942,600999.056978453,-0.101585348497367,213499.38909244,-0.0956175665462611,108390.596533312,-0.0902557432847932,279098.370545018,146.536596696149,3.90840156044545,0.211551248622759,0.266145119235083,0.163781611836974,0.10918774122465,0.102363507398109,7352.46381749913,347.00124843,1735.00624215,1555.42290104559,1956.82235937994,1204.19837500304,802.798916668694,752.623984376901,38,YKG
Low,1987,WDE,GWFG,91,105,48,34,57,23.2724039829303,28.5640113798009,7.0099573257468,4.04267425320057,13.9864864864865,1.77923339648814,2.18472604303566,1748756.813459,2126092.34011903,1.62106669167149,493352.451252554,1.21557404512398,285831.054720708,0.563659351364166,1095545.04307028,146.536596696149,3.90840156044545,0.621005278215195,0.716544551786763,0.327563223673949,0.23202395010238,0.388981328112814,7352.46381749913,347.00124843,1735.00624215,4565.9188385532,5268.36789063831,2408.39675000608,1705.94769792098,2859.97114063222,38,YKG
Low,1987,WDE,SACR,88,135,132,85,3,9.57325746799431,22.4160739687055,22.4182076813656,9.53698435277383,0.236842105263158,1.45049110910106,2.21093801345364,715983.885867234,1678225.2721297,1.91597740784309,1715282.42867405,1.1555305034905,736969.246352655,0.294960605610556,17542.1565622206,146.536596696149,3.90840156044545,0.600532576735573,0.921271566582981,0.90079886510336,0.580059875255951,0.0204727014796218,7352.46381749913,347.00124843,1735.00624215,4415.39404167782,6773.61585939211,6623.09106251673,4264.86924480244,150.52479687538,38,YKG
Low,1987,WDE,SWANN,13,13,0,0,13,0.339260312944523,0.339260312944523,0,0,0.339260312944523,-0.0115659301269019,-0.0115659301269019,28828.962578961,28828.962578961,0,0,0,0,-0.0115659301269019,28828.962578961,146.536596696149,3.90840156044545,0.0887150397450278,0.0887150397450278,0,0,0.0887150397450278,7352.46381749913,347.00124843,1735.00624215,652.274119793314,652.274119793314,0,0,652.274119793314,38,YKG
Low,1987,WDE,TAVS,55,63,42,34,21,9.1728307254623,12.5014224751067,4.04267425320057,2.42105263157895,3.87553342816501,0.500206780814273,0.638907694938354,724297.017482506,982043.633137238,0.738436121580974,305314.041817386,0.599735207456893,182327.2601038,-0.0995284266426202,308713.794981711,146.536596696149,3.90840156044545,0.375332860459733,0.429926731072058,0.286617820714705,0.23202395010238,0.143308910357353,7352.46381749913,347.00124843,1735.00624215,2759.62127604864,3161.02073438298,2107.34715625532,1705.94769792098,1053.67357812766,38,YKG
Low,1987,WDE,TUSW,90,135,120,75,15,7.96870554765292,13.5512091038407,10.5149359886202,4.78307254623044,3.975106685633,0.578044403504425,0.731935608725096,676648.739322922,1202505.93571597,0.430336311133932,963189.651374164,0.27644510591326,428005.01473471,0.301599297591164,306388.241477695,146.536596696149,3.90840156044545,0.614181044388654,0.921271566582981,0.818908059184872,0.511817536990545,0.102363507398109,7352.46381749913,347.00124843,1735.00624215,4515.7439062614,6773.61585939211,6020.99187501521,3763.1199218845,752.623984376901,38,YKG
Medium,1987,WDE,BRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.7828593397286,7.9643730367924,0,0,0,0,0,2614.41133211256,152.325543255001,761.627716275007,0,0,0,0,0,18,YKG
Medium,1987,WDE,CCGO,23,28,24,19,4,12.9183006535948,15.7908496732026,9.88235294117647,7.34967320261438,0.888888888888889,-0.457801994059147,-0.678016382131262,445101.230459508,557243.651466282,-0.664016196534019,357158.888387059,-0.443801808461905,258774.898307753,-0.0140001855972428,28893.440789611,67.7828593397286,7.9643730367924,0.339318822251562,0.413083783610597,0.354071814523369,0.280306853164334,0.0590119690872282,2614.41133211256,152.325543255001,761.627716275007,887.118974093573,1079.97092498348,925.689364271554,732.837413381647,154.281560711926,18,YKG
Medium,1987,WDE,EMGO,19,26,26,19,0,4.87908496732026,8.84967320261438,8.84967320261438,4.87908496732026,0,1.71067002273366,2.56283492019565,143034.095717866,253461.831753299,2.56283492019565,253461.831753299,1.71067002273366,143034.095717866,0,0,67.7828593397286,7.9643730367924,0.280306853164334,0.383577799066983,0.383577799066983,0.280306853164334,0,2614.41133211256,152.325543255001,761.627716275007,732.837413381647,1002.83014462752,1002.83014462752,732.837413381647,0,18,YKG
Medium,1987,WDE,GWFG,50,55,26,21,29,19.7124183006536,21.2320261437909,5.55555555555556,3.79411764705882,9.31045751633987,6.39244954767376,6.59576067430052,459867.500990691,496261.436313366,4.06892792882138,113458.140352113,3.86561680219461,68069.0190471509,2.52683274547914,270791.200971277,67.7828593397286,7.9643730367924,0.737649613590353,0.811414574949388,0.383577799066983,0.309812837707948,0.427836775882404,2614.41133211256,152.325543255001,761.627716275007,1928.51950889907,2121.37145978898,1002.83014462752,809.97819373761,1118.54131516146,18,YKG
Medium,1987,WDE,SACR,41,66,66,41,0,9.62418300653595,25.5294117647059,25.5294117647059,9.62418300653595,0,4.35776186627295,7.48957051274801,228634.169553498,581948.145092451,7.48957051274801,581948.145092451,4.35776186627295,228634.169553498,0,0,67.7828593397286,7.9643730367924,0.604872683144089,0.973697489939265,0.973697489939265,0.604872683144089,0,2614.41133211256,152.325543255001,761.627716275007,1581.38599729724,2545.64575174677,2545.64575174677,1581.38599729724,0,18,YKG
Medium,1987,WDE,SWANN,6,6,0,0,6,0.470588235294118,0.470588235294118,0,0,0.470588235294118,0.193219005976556,0.193219005976556,15694.22552651,15694.22552651,0,0,0,0,0.193219005976556,15694.22552651,67.7828593397286,7.9643730367924,0.0885179536308423,0.0885179536308423,0,0,0.0885179536308423,2614.41133211256,152.325543255001,761.627716275007,231.422341067889,231.422341067889,0,0,231.422341067889,18,YKG
Medium,1987,WDE,TAVS,36,44,34,26,10,32.1176470588235,46.8496732026144,28.4575163398693,16.9673202614379,2.73202614379085,10.1359156181348,12.1585448075374,742497.531779296,1083040.72906612,9.13720784183271,670041.304752047,7.11457865243007,399010.450932633,3.02133696570471,63366.9596072289,67.7828593397286,7.9643730367924,0.531107721785054,0.64913165995951,0.50160173724144,0.383577799066983,0.14752992271807,2614.41133211256,152.325543255001,761.627716275007,1388.53404640733,1697.09716783118,1311.39326605137,1002.83014462752,385.703901779814,18,YKG
Medium,1987,WDE,TUSW,61,86,70,45,16,30.9575163398693,45.7124183006536,19.9869281045752,8.26470588235294,14.2222222222222,4.93414732004258,6.6195996290504,897594.659588939,1313207.89937511,3.74104624004212,653022.184516223,2.05559393103431,284618.275523056,2.87855338900827,418703.933253794,67.7828593397286,7.9643730367924,0.89993252858023,1.26875733537541,1.03270945902649,0.663884652231317,0.236047876348913,2614.41133211256,152.325543255001,761.627716275007,2352.79380085687,3317.0535553064,2699.9273124587,1735.66755800916,617.126242847703,18,YKG
V High,1987,WDE,BRAN,1371,1510,520,381,990,2225.96298984035,2508.9854862119,232.809869375907,130.38679245283,1494.22206095791,21.2936543700803,23.5527078775206,3434942.95632782,3836728.13192534,8.06792311212098,344797.330878548,5.80886960468058,195148.545056083,15.4847847653997,2359064.35564744,165.356220016862,1.98396723685058,8.29119098066097,9.13180042363097,3.14472597370073,2.30411653073073,5.98707444993024,1400.33922639048,65.7348328049994,328.674164024997,11610.4799637145,12787.6183407797,4403.68313722215,3226.544760157,8383.93520355755,53,YKG
V High,1987,WDE,CCGO,1289,1653,1262,898,391,371.491291727141,598.194484760523,380.963715529753,198.400580551524,61.2394775036284,14.3962774131312,19.4847912596625,457486.274244632,695610.253069271,16.7261160741193,412376.680995782,11.6376022275879,223118.970268135,2.75867518554326,101353.547035541,165.356220016862,1.98396723685058,7.79529188480816,9.99660006639867,7.6320080361737,5.43069985458319,2.36459203022497,1400.33922639048,65.7348328049994,328.674164024997,10916.0530074603,13998.6312035158,10687.4002291814,7604.82203312594,3311.23097433434,53,YKG
V High,1987,WDE,EMGO,568,708,468,328,240,157.245283018868,224.311320754717,95.6052249637155,49.2714078374456,49.8309143686502,8.70691912936486,11.0710183612537,206580.47238539,283579.185635831,8.28101947899519,110476.741217287,5.91692024710635,57448.3620110991,2.78999888225851,78488.6474713001,165.356220016862,1.98396723685058,3.43500837127311,4.28166536419254,2.83025337633066,1.98359638341123,1.45141198786188,1400.33922639048,65.7348328049994,328.674164024997,4810.17696527342,5995.78396375631,3963.31482349993,2777.70782501705,2032.46914025638,53,YKG
V High,1987,WDE,GWFG,422,471,222,173,249,101.460087082729,119.525399129173,24.8098693759071,14.6211901306241,65.8301886792453,7.95514696863375,8.87944835965676,126127.689713847,145377.470618585,3.9084007030487,30586.5050802436,2.98409931202569,18033.7519841144,4.97104765660806,94637.6817093037,165.356220016862,1.98396723685058,2.55206607865713,2.84839602617893,1.34255608877224,1.04622614125044,1.5058399374067,1400.33922639048,65.7348328049994,328.674164024997,3573.75823828413,3988.72068775314,1880.03395473715,1465.07150526814,2108.68673301599,53,YKG
V High,1987,WDE,SACR,157,236,216,137,20,8.2677793904209,14.9063860667634,11.8403483309144,5.40130624092888,2.73947750362845,1.78138996081284,2.77264243608185,11408.886580981,18862.1508885062,2.65045727607867,14191.5275353891,1.65920480080966,6861.89337524882,0.122185160003175,4682.4050749521,165.356220016862,1.98396723685058,0.949465342059644,1.42722178806418,1.30627078907569,0.828514343071154,0.12095099898849,1400.33922639048,65.7348328049994,328.674164024997,1329.57356258438,1998.59465458544,1829.22222623074,1160.20113422968,169.372428354698,53,YKG
V High,1987,WDE,SWANN,51,51,0,0,51,1.2677793904209,1.2677793904209,0,0,1.2677793904209,0.618328616773886,0.618328616773886,1837.93721414331,1837.93721414331,0,0,0,0,0.618328616773886,1837.93721414331,165.356220016862,1.98396723685058,0.308425047420649,0.308425047420649,0,0,0.308425047420649,1400.33922639048,65.7348328049994,328.674164024997,431.89969230448,431.89969230448,0,0,431.89969230448,53,YKG
V High,1987,WDE,TAVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.356220016862,1.98396723685058,0,0,0,0,0,1400.33922639048,65.7348328049994,328.674164024997,0,0,0,0,0,53,YKG
V High,1987,WDE,TUSW,664,842,498,320,344,346.792452830189,384.025399129173,51.0130624092888,20.7293178519594,316.023947750363,3.72109564659935,6.1352072795007,596465.581188496,637643.965737258,5.95705036846744,56632.1217907614,3.54293873556608,24697.5683975632,0.178156911033262,553675.415480254,165.356220016862,1.98396723685058,4.01557316641786,5.09203705741542,3.01167987481339,1.93521598381584,2.08035718260202,1400.33922639048,65.7348328049994,328.674164024997,5623.16462137597,7130.57923373278,4217.37346603198,2709.95885367517,2913.2057677008,53,YKG
High,1988,WIB,BRAN,92,92,14,14,78,57.9628339140534,57.9628339140534,0.959349593495935,0.959349593495935,58.2717770034843,2.78006676591603,2.78006676591603,336258.103555382,336258.103555382,0.202819742774162,5764.32875438777,0.202819742774162,5764.32875438777,2.57724702314187,341228.052778021,120.414268601642,2.45551363654714,0.764029056260409,0.764029056260409,0.116265291170062,0.116265291170062,0.647763765090347,1458.90202237965,105.49763611,527.48818055,1114.64353533513,1114.64353533513,169.619668420563,169.619668420563,945.023866914565,42,YKG
High,1988,WIB,CCGO,356,400,242,198,158,170.694541231127,180.450638792102,28.917537746806,21.0383275261324,136.429732868757,9.79451852679468,10.2001883854065,818529.222096796,852285.902753002,2.41106737079975,177702.772770165,2.00539751218791,128547.670018741,7.78912101460677,733004.416001237,120.414268601642,2.45551363654714,2.95646026118158,3.32186546200178,2.00972860451108,1.64432340369088,1.3121368574907,1458.90202237965,105.49763611,527.48818055,4313.18585412289,4846.27624058751,2931.99712555545,2398.90673909082,1914.27911503207,42,YKG
High,1988,WIB,EMGO,117,136,80,61,56,21.9285714285714,26.4785133565621,7.0150987224158,4.83914053426249,10.8130081300813,3.96386674111186,4.46242383744241,100873.947257021,119086.338261121,2.2221407208372,31378.746092143,1.72358362450665,22700.5599075253,2.24028311660521,56463.7460911522,120.414268601642,2.45551363654714,0.97164564763552,1.1294342570806,0.664373092400356,0.506584482955271,0.465061164680249,1458.90202237965,105.49763611,527.48818055,1417.53580037185,1647.73392179975,969.255248117502,739.057126689596,678.478673682252,42,YKG
High,1988,WIB,GWFG,429,469,202,162,267,71.2456445993031,80.4837398373984,18.1579558652729,10.0278745644599,47.6010452961672,6.06972358809432,7.30742506737299,360743.576185461,370787.081882654,4.00410237137793,70936.9297881556,2.76640089209926,42856.6827562048,3.30332269599506,274531.720938298,120.414268601642,2.45551363654714,3.56270070799691,3.89488725419708,1.6775420583109,1.34535551211072,2.21734519588619,1458.90202237965,105.49763611,527.48818055,5197.63126803011,5682.25889208886,2447.36950149669,1962.74187743794,3234.88939059216,42,YKG
High,1988,WIB,SACR,106,166,146,86,20,13.4262485481998,24.534262485482,15.0360046457607,6.24157955865273,3.1335656213705,1.73974194372735,2.88860222250698,74790.8770502885,129487.150763473,2.67396226642314,74153.840785691,1.52510198764352,32411.3710343409,0.214639956083838,19084.7808793294,120.414268601642,2.45551363654714,0.880294347430471,1.37857416673074,1.21248089363065,0.714201074330382,0.166093273100089,1458.90202237965,105.49763611,527.48818055,1284.26320375569,2011.20463984382,1768.89082781444,1041.94939172632,242.313812029376,42,YKG
High,1988,WIB,SWANN,40,40,0,0,40,1.26596980255517,1.26596980255517,0,0,1.26596980255517,1.19930645837896,1.19930645837896,4512.92498549597,4512.92498549597,0,0,0,0,1.19930645837896,4512.92498549597,120.414268601642,2.45551363654714,0.332186546200178,0.332186546200178,0,0,0.332186546200178,1458.90202237965,105.49763611,527.48818055,484.627624058751,484.627624058751,0,0,484.627624058751,42,YKG
High,1988,WIB,TAVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.414268601642,2.45551363654714,0,0,0,0,0,1458.90202237965,105.49763611,527.48818055,0,0,0,0,0,42,YKG
High,1988,WIB,TUSW,801,929,328,200,601,1375.14111498258,1409.27816492451,43.4750290360046,15.3565621370499,1259.14576074332,11.0349548157564,13.9894509162985,8152094.41650473,8167884.80691305,7.01058278823121,143298.795231786,4.05608668768907,52783.7028002127,6.97886812806731,7625673.00976868,120.414268601642,2.45551363654714,6.65203558765856,7.71503253549913,2.72392967884146,1.66093273100089,4.99110285665767,1458.90202237965,105.49763611,527.48818055,9704.66817177649,11255.4765687645,3973.94651728176,2423.13812029376,7281.53005148274,42,YKG
Low,1988,WIB,BRAN,7,7,2,2,5,1.53125,1.53125,0.125,0.125,0.78125,-0.186179043625428,-0.186179043625428,144949.766795468,144949.766795468,-0.0531940124644081,11832.6340241198,-0.0531940124644081,11832.6340241198,-0.13298503116102,73953.9626507489,124.408597375373,5.5656214403408,0.056266207864069,0.056266207864069,0.016076059389734,0.016076059389734,0.040190148474335,7352.46381749913,347.00124843,1735.00624215,413.695257468452,413.695257468452,118.198644990986,118.198644990986,295.496612477466,32,YKG
Low,1988,WIB,CCGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.408597375373,5.5656214403408,0,0,0,0,0,7352.46381749913,347.00124843,1735.00624215,0,0,0,0,0,32,YKG
Low,1988,WIB,EMGO,25,31,28,22,3,3.53125,5.2570564516129,4.37096774193548,2.80241935483871,0.28125,-0.256562248706093,-0.386922109364946,356331.629504547,535124.258379043,-0.231909389265681,439264.318609202,-0.101549528606828,278148.566300845,-0.155012720099265,26958.4007183814,124.408597375373,5.5656214403408,0.200950742371675,0.249178920540877,0.225064831456276,0.176836653287074,0.024114089084601,7352.46381749913,347.00124843,1735.00624215,1477.48306238733,1832.07899736029,1654.78102987381,1300.18509490085,177.297967486479,32,YKG
Low,1988,WIB,GWFG,84,86,30,28,56,16.3709677419355,16.7379032258065,2.57661290322581,2.24193548387097,10.3225806451613,-0.290722552614807,-0.250174036158832,1782148.26055069,1823005.19522355,-0.135621628440564,273834.415136192,-0.176170144896539,240363.015418443,-0.114552407718268,1066785.10076658,124.408597375373,5.5656214403408,0.675194494368828,0.691270553758562,0.24114089084601,0.225064831456276,0.450129662912552,7352.46381749913,347.00124843,1735.00624215,4964.34308962142,5082.54173461241,1772.97967486479,1654.78102987381,3309.56205974762,32,YKG
Low,1988,WIB,SACR,45,71,68,42,3,2.95866935483871,6.56350806451613,5.91935483870968,2.3508064516129,0.28125,0.592262392827239,1.25547863190551,300864.273764294,641103.589944588,1.58430098509813,540179.918771711,0.921084746019856,218208.355166149,-0.328822353192618,27732.4025752175,124.408597375373,5.5656214403408,0.361711336269015,0.570700108335557,0.546586019250956,0.337597247184414,0.024114089084601,7352.46381749913,347.00124843,1735.00624215,2659.46951229719,4196.05189718001,4018.75392969353,2482.17154481071,177.297967486479,32,YKG
Low,1988,WIB,SWANN,25,25,0,0,25,0.886088709677419,0.886088709677419,0,0,0.886088709677419,0.47552230254229,0.47552230254229,84922.7227918286,84922.7227918286,0,0,0,0,0.47552230254229,84922.7227918286,124.408597375373,5.5656214403408,0.200950742371675,0.200950742371675,0,0,0.200950742371675,7352.46381749913,347.00124843,1735.00624215,1477.48306238733,1477.48306238733,0,0,1477.48306238733,32,YKG
Low,1988,WIB,TAVS,52,63,44,33,19,7.01612903225806,8.93447580645161,6.82258064516129,4.86995967741935,3.02318548387097,1.27214201996182,1.32487523649065,639422.990263894,832852.730567172,1.00168929527529,628822.466408784,0.948956078746466,439342.643785363,0.323185941215358,282017.881562522,124.408597375373,5.5656214403408,0.417977544133084,0.506395870776621,0.353673306574148,0.265254979930611,0.152722564202473,7352.46381749913,347.00124843,1735.00624215,3073.16476976564,3723.25731721607,2600.3701898017,1950.27764235127,1122.88712741437,32,YKG
Low,1988,WIB,TUSW,82,142,142,82,0,3.47983870967742,10.5120967741935,10.5120967741935,3.47983870967742,0,2.65244167658042,4.11632681025363,221715.729760724,772495.218230633,4.11632681025363,772495.218230633,2.65244167658042,221715.729760724,0,0,124.408597375373,5.5656214403408,0.659118434979094,1.14140021667111,1.14140021667111,0.659118434979094,0,7352.46381749913,347.00124843,1735.00624215,4846.14444463044,8392.10379436003,8392.10379436003,4846.14444463044,0,32,YKG
Medium,1988,WIB,BRAN,79,80,10,9,70,162.518461538462,162.873846153846,2.56615384615385,1.99538461538462,162.461538461538,-2.68907628315398,-2.65731541346005,3780107.79352097,3792009.0060397,0.145374970674334,57132.2417584346,0.113614100980401,44567.8491085702,-2.80269038413438,3735005.44515543,79.9009442923096,7.75700613214649,0.988724234734779,1.00123973137699,0.125154966422124,0.112639469779912,0.876084764954868,2614.41133211256,152.325543255001,761.627716275007,2584.93184362493,2617.65249987334,327.206562484168,294.485906235751,2290.44593738918,26,YKG
Medium,1988,WIB,CCGO,13,17,14,10,3,1.86,2.95538461538462,1.77846153846154,0.886153846153846,0.346153846153846,0.199781910576472,0.0440360947667459,43105.189887389,70848.6967025048,0.11449092259149,42591.3689245063,0.270236738401216,20256.396164172,-0.0704548278247439,7808.93003363257,79.9009442923096,7.75700613214649,0.162701456348761,0.212763442917611,0.175216952990974,0.125154966422124,0.0375464899266372,2614.41133211256,152.325543255001,761.627716275007,425.368531229419,556.251156223086,458.089187477835,327.206562484168,98.1619687452504,26,YKG
Medium,1988,WIB,EMGO,9,12,12,9,0,0.795384615384615,1.05846153846154,1.05846153846154,0.795384615384615,0,-0.367320890755898,-0.433868757633213,21043.7460643144,29387.4551528807,-0.433868757633213,29387.4551528807,-0.367320890755898,21043.7460643144,0,0,79.9009442923096,7.75700613214649,0.112639469779912,0.150185959706549,0.150185959706549,0.112639469779912,0,2614.41133211256,152.325543255001,761.627716275007,294.485906235751,392.647874981002,392.647874981002,294.485906235751,0,26,YKG
Medium,1988,WIB,GWFG,65,73,42,34,31,10.26,11.9215384615385,6.08615384615385,3.66153846153846,7.44153846153846,2.98438094860353,3.87607357657625,227081.599551794,243802.972185176,3.12752778236709,106484.637895075,2.23583515439437,68166.1777105549,0.74854579420916,173003.033954822,79.9009442923096,7.75700613214649,0.813507281743806,0.913631254881505,0.525650858972921,0.425526885835221,0.387980395908584,2614.41133211256,152.325543255001,761.627716275007,2126.84265614709,2388.60790613443,1374.26756243351,1112.50231244617,1014.34034370092,26,YKG
Medium,1988,WIB,SACR,137,167,88,58,79,243.884615384615,296.493846153846,30.3261538461538,13.7846153846154,157.478461538462,17.1167796560752,19.8378738645342,4482024.08112265,5332396.51093935,8.36800317346498,459058.461687868,5.64690896500599,208461.716347212,11.4698706910692,3068158.67875549,79.9009442923096,7.75700613214649,1.7146230399831,2.09008793924947,1.10136370451469,0.725898805248319,0.988724234734779,2614.41133211256,152.325543255001,761.627716275007,4482.7299060331,5464.34959348561,2879.41774986068,1897.79806240818,2584.93184362493,26,YKG
Medium,1988,WIB,SWANN,13,13,0,0,13,0.98,0.98,0,0,0.98,0.761342756258264,0.761342756258264,20204.3262419906,20204.3262419906,0,0,0,0,0.761342756258264,20204.3262419906,79.9009442923096,7.75700613214649,0.162701456348761,0.162701456348761,0,0,0.162701456348761,2614.41133211256,152.325543255001,761.627716275007,425.368531229419,425.368531229419,0,0,425.368531229419,26,YKG
Medium,1988,WIB,TAVS,87,93,32,26,61,151.595384615385,154.413846153846,9.62461538461539,6.48,120.715384615385,16.4129459669112,17.6206677371059,2694696.09941911,2670006.86575397,6.38430775860998,124015.404765405,5.17658598841528,84739.6632900385,11.2363599784959,2329014.66258113,79.9009442923096,7.75700613214649,1.08884820787248,1.16394118772575,0.400495892550797,0.325402912697522,0.763445295174956,2614.41133211256,152.325543255001,761.627716275007,2846.69709361226,3043.02103110276,1047.06099994934,850.737062458837,1995.96003115343,26,YKG
Medium,1988,WIB,TUSW,202,239,106,69,133,476.744615384615,493.361538461538,19.9938461538462,8.71538461538461,448.426153846154,4.34514813375808,5.90855439030083,10868308.9975574,11365348.7399819,3.26011730647261,538639.372955954,1.69671104992986,249316.347512743,2.64843708382822,9936295.39020989,79.9009442923096,7.75700613214649,2.5281303217269,2.99120369748876,1.32664264407451,0.863569268312655,1.66456105341425,2614.41133211256,152.325543255001,761.627716275007,6609.5725621802,7820.23684337162,3468.38956233218,2257.72528114076,4351.84728103944,26,YKG
V High,1988,WIB,BRAN,1771,1852,284,203,1568,4504.56338652482,4709.39716312057,63.9929078014184,31.3718971631206,4103.41843971631,18.1373120983346,18.6021271092224,8428668.22274242,8817751.60032714,1.51775562779513,126934.567641082,1.05294061690729,62471.3440752429,17.0843714814273,7667089.71424489,154.51443790421,2.25954214468298,11.4617120834877,11.9859349399318,1.83801594111266,1.31379308466855,10.1479189988192,1400.33922639048,65.7348328049994,328.674164024997,16050.2850321017,16784.3748613508,2573.84582107108,1839.75599182193,14210.5290402797,48,YKG
V High,1988,WIB,CCGO,1621,1950,1412,1083,538,654.05274822695,889.558510638298,447.141843971631,276.251329787234,138.083333333333,25.9733933742448,30.170645628789,687585.998200648,937716.012340664,19.8978184857246,523075.640539129,15.7005662311804,321268.091195348,10.2728271430644,180540.435401459,154.51443790421,2.25954214468298,10.4909290159986,12.620179877358,9.13830460863053,7.00905374727115,3.4818752687275,1400.33922639048,65.7348328049994,328.674164024997,14690.859422381,17672.5329263683,12796.7264061703,9815.05290218301,4875.80652019802,48,YKG
V High,1988,WIB,EMGO,887,1012,484,359,528,309.659131205674,398.163120567376,128.673758865248,73.574024822695,134.936170212766,15.5748761885963,18.7248908770927,394568.387989113,480106.532745368,11.7041365058157,148984.721768843,8.55412181731936,88449.083186525,7.02075437127696,217823.664545386,154.51443790421,2.25954214468298,5.74056387241875,6.54954976199299,3.13239336443143,2.3234074748572,3.41715639756156,1400.33922639048,65.7348328049994,328.674164024997,8038.73677214804,9171.59144691524,4386.41330069859,3253.55862593139,4785.17814621665,48,YKG
V High,1988,WIB,GWFG,567,625,312,254,313,128.708776595745,146.744237588652,48.5957446808511,36.0833333333333,49.6591312056738,8.92066788147332,10.0069600760758,180013.433334585,197490.190788453,5.62935553278409,67409.3041832344,4.54306333818159,52376.9023529583,4.37760454329173,79173.179957197,154.51443790421,2.25954214468298,3.66955999510872,4.04492944787116,2.01922878037728,1.64385932761484,2.02570066749388,1400.33922639048,65.7348328049994,328.674164024997,5138.62880474401,5664.27337383599,2827.60526821893,2301.96069912695,2836.66810561707,48,YKG
V High,1988,WIB,SACR,205,288,200,117,88,37.5208333333333,44.3829787234043,10.5248226950355,3.57047872340426,30.4822695035461,3.17311739783332,4.27189129028264,63572.7216158875,69779.9872095411,2.39879984987948,15568.3683938774,1.30002595743016,5568.15580886639,1.87309144040316,55891.4590789041,154.51443790421,2.25954214468298,1.32673685890174,1.86390348957903,1.29437742331877,0.757210792641482,0.56952606626026,1400.33922639048,65.7348328049994,328.674164024997,1857.88166661821,2610.09717066363,1812.56747962752,1060.3519755821,797.529691036108,48,YKG
